,ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Type_of_order,Type_of_vehicle,Time_taken(min),prediction
10800,6388,MYSRES14DEL01,31,5.0,0.0,0.0,0.07,0.07,Snack ,motorcycle ,35,35.02575
44466,D16,JAPRES04DEL02,31,4.8,26.902328,75.794257,26.952328,75.844257,Snack ,scooter ,16,15.925627
1727,911B,JAPRES03DEL02,37,4.8,26.913483,75.803139,26.993483,75.883139,Buffet ,motorcycle ,40,40.19658
16994,645B,VADRES18DEL01,30,3.9,0.0,0.0,0.11,0.11,Snack ,motorcycle ,41,41.083363
4666,CD07,KOLRES19DEL02,39,4.6,22.5491,88.400467,22.6291,88.480467,Snack ,motorcycle ,46,45.89883
30651,CEC2,KNPRES010DEL03,23,5.0,26.47775,80.351569,26.61775,80.491569,Meal ,motorcycle ,16,16.51572
24487,29EC,MYSRES19DEL03,32,4.7,12.334022,76.618203,12.394022,76.678203,Meal ,motorcycle ,30,29.963593
8535,7.5E+09,MUMRES08DEL03,35,4.6,19.065838,72.832658,19.125838,72.892658,Drinks ,motorcycle ,20,19.840448
27733,8451,SURRES02DEL03,39,4.6,21.186608,72.794136,21.216608,72.824136,Meal ,electric_scooter ,18,18.020481
3750,6976,HYDRES17DEL01,26,4.7,17.451976,78.385883,17.521976,78.455883,Drinks ,scooter ,18,17.995632
12924,5FBF,VADRES13DEL02,30,4.1,22.310237,73.158921,22.330237,73.178921,Drinks ,motorcycle ,39,38.63299
12722,2E+90,CHENRES14DEL02,24,4.6,13.026279,80.174568,13.076279,80.224568,Meal ,scooter ,17,17.006456
30575,A088,CHENRES14DEL01,28,4.8,13.026279,80.174568,13.136279,80.284568,Buffet ,motorcycle ,21,21.107952
11407,6DF8,RANCHIRES09DEL02,24,3.2,23.351058,85.325731,23.481058,85.455731,Buffet ,scooter ,43,42.877533
97,A3E0,MUMRES05DEL03,36,4.7,18.927584,72.832585,19.017584,72.922585,Drinks ,electric_scooter ,29,29.141817
3137,A335,CHENRES17DEL01,37,4.1,13.045479,80.23311,13.055479,80.24311,Drinks ,motorcycle ,28,27.873396
14357,2A61,HYDRES18DEL03,23,4.3,17.450851,78.379347,17.540851,78.469347,Buffet ,scooter ,39,38.854927
17921,AA4D,HYDRES05DEL01,30,4.2,17.433809,78.386744,17.443809,78.396744,Snack ,motorcycle ,24,23.931454
13140,8627,CHENRES03DEL03,24,4.6,13.091809,80.219104,13.151809,80.279104,Meal ,motorcycle ,21,21.113577
3648,A3B8,CHENRES05DEL01,20,4.6,13.058616,80.264151,13.098616,80.304151,Snack ,scooter ,12,11.905642
12485,9672,RANCHIRES11DEL03,28,4.7,23.359194,85.325447,23.449194,85.415447,Meal ,scooter ,23,22.928667
1633,7425,BANGRES04DEL02,34,4.7,12.98041,77.640489,13.03041,77.690489,Meal ,scooter ,23,23.151405
21008,8047,PUNERES010DEL02,38,4.1,18.539299,73.897902,18.589299,73.947902,Snack ,motorcycle ,28,27.875578
18474,D92D,KOLRES16DEL01,30,4.6,22.539129,88.365507,22.649129,88.475507,Drinks ,motorcycle ,47,47.332565
23481,D059,DEHRES03DEL03,27,4.7,30.335259,78.053162,30.475259,78.193162,Snack ,motorcycle ,19,19.001015
6171,597A,COIMBRES18DEL01,38,4.4,11.02091,76.940432,11.13091,77.050432,Snack ,motorcycle ,35,35.02575
7521,DD7C,ALHRES05DEL03,22,4.7,25.457687,81.835585,25.487687,81.865585,Meal ,scooter ,18,18.020481
33340,4203,BANGRES19DEL01,25,4.9,12.914264,77.6784,12.984264,77.7484,Meal ,scooter ,15,14.924707
32316,24A2,BANGRES11DEL03,34,3.5,12.934365,77.616155,13.024365,77.706155,Buffet ,scooter ,33,33.00212
9879,3016,COIMBRES06DEL01,27,4.6,11.021278,76.995017,11.131278,77.105017,Meal ,motorcycle ,20,19.83482
44534,196F,BANGRES09DEL01,32,4.5,12.934179,77.615797,12.974179,77.655797,Meal ,motorcycle ,23,23.14118
19446,50B2,VADRES12DEL03,33,3.7,0.0,0.0,0.09,0.09,Snack ,scooter ,33,33.00212
33365,3868,CHENRES19DEL03,31,4.6,12.986047,80.218114,13.046047,80.278114,Snack ,scooter ,29,29.058903
15352,89EB,INDORES14DEL01,24,4.9,22.761593,75.886362,22.801593,75.926362,Meal ,scooter ,18,18.020481
23017,AD21,VADRES010DEL01,25,5.0,22.310329,73.169083,22.420329,73.279083,Meal ,scooter ,36,35.95955
44953,DA59,BHPRES16DEL02,29,4.8,23.264015,77.408236,23.284015,77.428236,Snack ,scooter ,23,22.903637
24259,782C,MUMRES08DEL02,39,4.5,19.065838,72.832658,19.145838,72.912658,Buffet ,motorcycle ,28,28.029602
43222,B9AF,VADRES11DEL02,37,4.8,22.308096,73.167753,22.358096,73.217753,Meal ,motorcycle ,28,27.875578
7345,6CE7,CHENRES08DEL01,26,4.8,13.022394,80.242439,13.032394,80.252439,Snack ,scooter ,24,23.913965
6304,3901,MYSRES11DEL01,34,4.6,12.323225,76.630028,12.393225,76.700028,Drinks ,motorcycle ,40,40.19658
43203,7B7B,MYSRES11DEL02,21,4.9,12.323225,76.630028,12.373225,76.680028,Meal ,motorcycle ,25,24.981205
44968,3E+09,JAPRES13DEL03,33,4.8,26.846156,75.8023,26.936156,75.8923,Drinks ,motorcycle ,22,22.04425
16376,7B4,JAPRES05DEL03,28,4.7,26.905287,75.794592,27.045287,75.934592,Snack ,scooter ,40,40.136845
29055,1E6D,INDORES06DEL03,34,4.8,22.728163,75.884212,22.818163,75.974212,Buffet ,scooter ,26,26.028744
22360,DC42,AURGRES12DEL03,37,3.7,19.879631,75.323403,19.969631,75.413403,Buffet ,electric_scooter ,33,33.00212
18322,B968,INDORES03DEL02,20,4.6,22.751857,75.866699,22.771857,75.886699,Drinks ,scooter ,13,12.849163
43696,CD31,LUDHRES07DEL03,26,4.6,0.0,0.0,0.06,0.06,Buffet ,motorcycle ,25,24.981205
44803,8FD7,MYSRES01DEL03,28,4.6,12.311072,76.654878,12.401072,76.744878,Snack ,scooter ,21,21.124123
34521,BE12,BANGRES010DEL03,39,4.6,12.933298,77.614293,12.963298,77.644293,Drinks ,motorcycle ,26,26.16404
28228,617E,HYDRES04DEL02,29,4.6,17.411028,78.329645,17.541028,78.459645,Buffet ,motorcycle ,33,33.033077
18745,7FF6,BANGRES03DEL02,25,4.4,12.979166,77.640709,12.999166,77.660709,Drinks ,motorcycle ,39,38.63299
20644,41BB,PUNERES03DEL03,23,4.7,18.554382,73.798206,18.644382,73.888206,Snack ,motorcycle ,20,19.83482
5432,C2FA,KOCRES15DEL02,23,4.8,10.027364,76.308258,10.107364,76.388258,Snack ,scooter ,20,19.850994
22669,5A72,BANGRES05DEL02,38,4.7,12.970324,77.645748,13.020324,77.695748,Meal ,scooter ,26,26.174265
43002,1EDA,RANCHIRES08DEL01,23,4.7,23.353783,85.326967,23.363783,85.336967,Snack ,motorcycle ,20,19.830437
2539,539A,PUNERES07DEL01,37,4.8,18.546947,73.900626,18.656947,74.010626,Snack ,scooter ,20,19.850994
11929,2EFB,RANCHIRES15DEL02,37,4.8,23.369746,85.33982,23.419746,85.38982,Meal ,motorcycle ,26,26.16404
43898,70F6,SURRES06DEL02,21,4.8,21.185047,72.80859,21.205047,72.82859,Snack ,motorcycle ,27,26.910162
41903,C756,GOARES09DEL02,22,4.6,15.303897,73.914336,15.383897,73.994336,Snack ,motorcycle ,25,24.887524
44214,E1DF,KOLRES02DEL01,34,4.9,22.514585,88.39331,22.624585,88.50331,Snack ,motorcycle ,52,52.112175
1171,9D9C,JAPRES16DEL01,33,4.4,26.849596,75.800512,26.889596,75.840512,Buffet ,motorcycle ,32,32.336926
7927,A880,RANCHIRES04DEL02,36,4.7,23.359033,85.325347,23.409033,85.375347,Snack ,motorcycle ,20,19.840448
14289,9F98,MYSRES12DEL02,29,4.8,12.284747,76.625861,12.334747,76.675861,Drinks ,scooter ,12,11.905642
31358,1176,SURRES19DEL03,28,4.7,21.149669,72.772629,21.209669,72.832629,Buffet ,motorcycle ,19,19.077866
32262,9BD4,SURRES18DEL01,35,3.8,21.149834,72.778666,21.259834,72.888666,Meal ,motorcycle ,32,32.163193
43365,3ED5,COIMBRES03DEL02,33,4.8,11.025083,77.015393,11.155083,77.145393,Buffet ,motorcycle ,30,30.025574
36768,C164,DEHRES08DEL03,21,4.4,30.359722,78.067079,30.499722,78.207079,Buffet ,motorcycle ,37,36.77234
17073,CCF1,BHPRES19DEL03,25,4.6,0.0,0.0,0.06,0.06,Snack ,motorcycle ,27,26.934023
15892,8ED5,VADRES12DEL03,33,4.7,0.0,0.0,0.06,0.06,Buffet ,motorcycle ,31,30.996916
44650,72FE,CHENRES02DEL02,24,4.8,13.086438,80.220672,13.216439,80.350672,Drinks ,motorcycle ,17,17.155363
18681,505B,JAPRES16DEL03,35,4.7,26.849596,75.800512,26.989596,75.940512,Snack ,scooter ,15,14.924707
40785,B07F,MYSRES03DEL03,36,4.8,12.299524,76.64262,12.389524,76.73262,Snack ,motorcycle ,25,24.887524
2643,C793,BHPRES04DEL03,27,4.8,23.184992,77.417227,23.244992,77.477227,Snack ,electric_scooter ,29,29.058903
30314,76CC,CHENRES05DEL03,27,5.0,13.058616,80.264151,13.118616,80.324151,Meal ,scooter ,17,17.006456
5347,3A3A,BANGRES17DEL03,22,4.7,12.972532,77.608179,13.002532,77.638179,Drinks ,scooter ,10,10.082401
30508,BFFA,KNPRES20DEL02,30,4.0,26.47,80.35,26.52,80.4,Drinks ,motorcycle ,33,32.982807
41800,15A4,JAPRES18DEL03,31,5.0,26.913987,75.752891,27.053987,75.892891,Meal ,scooter ,28,28.055965
32972,6F54,RANCHIRES010DEL02,32,4.7,23.354422,85.3329,23.484422,85.4629,Buffet ,scooter ,18,17.995632
7896,D8FA,KNPRES09DEL01,26,4.9,26.473698,80.352677,26.583698,80.462677,Meal ,scooter ,13,13.111001
9833,55F0,RANCHIRES02DEL01,30,4.7,0.0,0.0,0.07,0.07,Drinks ,motorcycle ,22,22.04425
34782,F6F,INDORES20DEL01,39,4.4,22.732225,75.874765,22.842225,75.984765,Snack ,scooter ,37,36.741386
28047,BD15,PUNERES16DEL03,24,5.0,18.536718,73.830327,18.596719,73.890327,Drinks ,scooter ,10,10.082401
32591,8D2A,SURRES06DEL01,37,4.6,21.185047,72.80859,21.255047,72.87859,Snack ,electric_scooter ,17,17.15564
17015,822E,CHENRES06DEL01,39,4.9,13.054347,80.257221,13.064347,80.267221,Snack ,motorcycle ,20,19.830437
8461,D324,BHPRES08DEL01,25,4.8,23.232537,77.429845,23.272537,77.469845,Meal ,electric_scooter ,21,21.113611
19675,1BA4,MYSRES12DEL02,27,5.0,12.284747,76.625861,12.364747,76.705861,Meal ,scooter ,26,26.028744
34742,241C,SURRES20DEL01,34,4.8,21.15276,72.778059,21.22276,72.848059,Drinks ,motorcycle ,27,27.088047
162,876B,SURRES01DEL02,39,4.9,21.186438,72.794115,21.236438,72.844115,Buffet ,motorcycle ,30,29.963593
37766,4432,PUNERES010DEL03,31,4.9,18.539299,73.897902,18.599299,73.957902,Meal ,scooter ,28,27.885803
43491,E0F7,AGRRES20DEL01,24,5.0,27.158822,78.045359,27.168822,78.055359,Buffet ,scooter ,12,11.834962
9557,644,BANGRES04DEL02,29,4.6,12.98041,77.640489,13.06041,77.720489,Meal ,motorcycle ,31,30.823174
27037,3D20,BANGRES15DEL02,39,4.9,12.975377,77.696664,12.995377,77.716664,Drinks ,motorcycle ,27,26.93184
37481,C344,DEHRES07DEL03,36,4.5,30.362686,78.06889,30.392686,78.09889,Snack ,motorcycle ,27,26.612068
9067,BE57,BANGRES09DEL01,34,3.5,12.934179,77.615797,13.004179,77.685797,Buffet ,motorcycle ,39,38.91466
1431,1954,COIMBRES18DEL03,37,4.7,11.02091,76.940432,11.08091,77.000432,Meal ,motorcycle ,29,29.048677
15261,3915,JAPRES12DEL03,31,4.6,26.902908,75.792934,27.042908,75.932934,Snack ,motorcycle ,25,24.887524
23252,C202,BHPRES08DEL02,32,4.8,23.232537,77.429845,23.282537,77.479845,Buffet ,motorcycle ,33,32.982807
13975,9CEA,HYDRES19DEL02,36,4.3,17.458998,78.500366,17.478998,78.520366,Meal ,motorcycle ,29,29.046495
1619,225A,JAPRES20DEL01,33,4.7,26.956431,75.776649,27.026431,75.846649,Buffet ,scooter ,21,21.113611
7710,2E+21,INDORES02DEL01,25,4.9,22.651847,75.881991,22.691847,75.921991,Meal ,motorcycle ,18,18.007782
7736,46DB,COIMBRES09DEL01,27,4.6,11.008638,76.984311,11.048638,77.024311,Buffet ,motorcycle ,17,16.993757
37051,6C61,RANCHIRES010DEL02,24,4.1,23.354422,85.3329,23.434422,85.4129,Buffet ,scooter ,43,42.877533
7531,BC41,RANCHIRES15DEL02,26,4.7,23.369746,85.33982,23.419746,85.38982,Snack ,motorcycle ,11,11.075997
17069,71D0,RANCHIRES16DEL01,38,4.5,23.371292,85.327872,23.441292,85.397872,Drinks ,motorcycle ,29,29.115454
13493,E055,KNPRES02DEL01,22,4.7,26.471617,80.313564,26.581617,80.423564,Buffet ,scooter ,10,10.626296
42821,3CE9,JAPRES04DEL02,26,4.8,26.902328,75.794257,26.922328,75.814257,Meal ,electric_scooter ,12,11.834962
3384,5100,MUMRES19DEL01,33,4.7,19.131141,72.813074,19.201141,72.883074,Buffet ,scooter ,39,38.854927
2839,B551,JAPRES12DEL02,24,4.6,26.902908,75.792934,26.922908,75.812934,Buffet ,motorcycle ,15,14.945256
29312,2E9B,SURRES010DEL02,23,4.9,21.17106,72.789292,21.30106,72.919292,Drinks ,motorcycle ,37,36.77234
5105,75D1,INDORES06DEL01,38,4.5,22.728163,75.884212,22.798163,75.954212,Snack ,motorcycle ,18,17.966793
15078,14D6,PUNERES11DEL01,32,4.9,18.533811,73.899315,18.643811,74.009315,Buffet ,motorcycle ,25,24.887524
29309,D4E6,DEHRES08DEL02,26,4.9,30.359722,78.067079,30.379722,78.087079,Snack ,electric_scooter ,13,12.849163
19715,A13B,SURRES20DEL01,32,4.9,21.15276,72.778059,21.22276,72.848059,Buffet ,motorcycle ,51,51.12357
26201,8739,RANCHIRES07DEL02,38,4.4,23.359407,85.325055,23.379407,85.345055,Drinks ,scooter ,32,32.09456
25279,E07B,BHPRES13DEL03,21,4.8,23.230791,77.43702,23.320791,77.52702,Buffet ,motorcycle ,30,30.025574
2096,61B2,SURRES01DEL02,28,4.9,21.186438,72.794115,21.236438,72.844115,Meal ,scooter ,19,19.090565
22436,3330,MUMRES13DEL02,20,4.9,19.178321,72.834715,19.228321,72.884715,Meal ,motorcycle ,28,27.875578
7999,3A69,MYSRES20DEL01,27,4.9,12.337978,76.616792,12.347978,76.626792,Buffet ,motorcycle ,22,22.039864
29252,8225,SURRES05DEL02,27,4.7,21.175104,72.804342,21.255104,72.884342,Meal ,motorcycle ,20,19.83482
16370,5E9F,CHENRES08DEL03,37,4.9,13.022394,80.242439,13.082394,80.302439,Drinks ,scooter ,21,21.113611
5017,4146,MUMRES05DEL03,28,4.9,18.927584,72.832585,18.987584,72.892585,Meal ,motorcycle ,18,18.007782
25122,6517,HYDRES17DEL02,37,5.0,17.451976,78.385883,17.581976,78.515883,Drinks ,scooter ,26,26.028744
17833,374B,MYSRES05DEL02,36,4.6,12.323978,76.627961,12.403978,76.707961,Drinks ,motorcycle ,25,24.887524
23284,87B5,PUNERES18DEL01,33,4.9,18.593481,73.785901,18.603481,73.795901,Snack ,electric_scooter ,19,19.030708
18994,4261,INDORES09DEL03,29,4.6,22.725835,75.887648,22.785835,75.947648,Meal ,motorcycle ,31,30.996916
18284,2880,COIMBRES07DEL03,22,4.9,10.96185,76.971082,11.02185,77.031082,Meal ,motorcycle ,25,24.981205
24570,BAA9,CHENRES05DEL02,35,4.8,13.058616,80.264151,13.108616,80.314151,Drinks ,motorcycle ,25,24.981205
35525,A767,INDORES12DEL02,38,5.0,22.74806,75.8934,22.82806,75.9734,Meal ,motorcycle ,28,28.029602
32373,5096,HYDRES010DEL03,37,4.8,17.428294,78.404423,17.488294,78.464423,Meal ,motorcycle ,43,42.862385
6397,DE3C,ALHRES02DEL03,23,4.9,25.453436,81.833167,25.593436,81.973167,Meal ,scooter ,31,30.222763
42845,CDF 5.00,SURRES01DEL01,26,5.0,21.186438,72.794115,21.256438,72.864115,Buffet ,scooter ,23,22.928667
28272,BA91,INDORES08DEL03,23,4.7,22.725748,75.898497,22.785747,75.958497,Meal ,motorcycle ,11,11.075997
34865,5692,JAPRES09DEL03,37,4.7,26.911378,75.789034,26.941378,75.819034,Meal ,motorcycle ,33,33.005703
8329,D69A,KOCRES12DEL02,20,4.1,9.988483,76.295211,10.008483,76.315211,Meal ,motorcycle ,25,24.972687
30268,A4E5,CHENRES09DEL01,36,4.7,13.044694,80.26147,13.054694,80.27147,Buffet ,electric_scooter ,16,16.06772
41796,3904,MYSRES20DEL03,32,4.7,12.337978,76.616792,12.367978,76.646792,Drinks ,scooter ,34,34.005703
3471,7.6E+09,MUMRES06DEL01,35,4.6,19.055831,72.833984,19.165831,72.943984,Drinks ,motorcycle ,28,28.029602
14472,1895,PUNERES15DEL01,20,4.7,18.636215,73.751081,18.746215,73.861081,Snack ,motorcycle ,11,11.279578
18509,A73A,BANGRES16DEL01,20,4.9,13.029198,77.570997,13.139198,77.680997,Buffet ,motorcycle ,11,11.279578
30254,46DF,JAPRES08DEL03,28,4.9,26.910262,75.783013,27.000262,75.873013,Meal ,scooter ,15,14.924707
34501,C84,SURRES07DEL03,33,4.6,21.170798,72.790489,21.230798,72.850489,Buffet ,motorcycle ,20,19.840448
18394,D7A8,GOARES08DEL03,32,4.3,15.556561,73.763633,15.616561,73.823633,Drinks ,motorcycle ,42,41.9319
30447,65A0,RANCHIRES010DEL02,37,4.4,23.354422,85.3329,23.484422,85.4629,Meal ,motorcycle ,36,35.9905
34051,DDB6,AURGRES13DEL01,29,4.5,19.880256,75.323503,19.920256,75.363503,Buffet ,motorcycle ,29,29.048677
12448,7395,HYDRES09DEL01,39,4.6,17.431668,78.408321,17.471668,78.448321,Snack ,motorcycle ,23,23.14118
10028,4B2,HYDRES12DEL02,29,4.6,-17.429585,-78.392621,17.479585,78.442621,Buffet ,electric_scooter ,16,15.975668
21621,23AB,RANCHIRES05DEL02,27,4.9,23.355164,85.324097,23.485164,85.454097,Snack ,motorcycle ,43,43.02076
33787,188B,INDORES09DEL03,32,4.6,22.725835,75.887648,22.755835,75.917648,Buffet ,motorcycle ,27,26.94119
16184,568D,BANGRES010DEL02,34,4.4,12.933298,77.614293,13.013298,77.694293,Drinks ,electric_scooter ,31,30.716867
9518,79F2,CHENRES14DEL03,27,4.9,13.026279,80.174568,13.056279,80.204568,Meal ,motorcycle ,20,19.840448
27386,CCC5,GOARES09DEL03,28,4.5,15.303897,73.914336,15.333897,73.944336,Drinks ,motorcycle ,47,47.174194
25051,3875,INDORES14DEL02,37,4.5,22.761593,75.886362,22.781593,75.906362,Meal ,scooter ,17,17.148546
19194,7FCF,HYDRES12DEL03,33,4.8,17.429585,78.392621,17.519585,78.482621,Buffet ,scooter ,37,36.741386
1651,D250,DEHRES07DEL03,31,4.9,30.362686,78.06889,30.502686,78.20889,Buffet ,scooter ,25,24.913887
33598,D25A,AURGRES14DEL02,33,4.7,19.875016,75.322405,19.925016,75.372405,Buffet ,motorcycle ,28,27.875578
33937,A221,SURRES14DEL02,39,4.6,21.157729,72.768726,21.237729,72.848726,Buffet ,scooter ,20,19.850994
10720,3844,VADRES17DEL02,27,4.7,0.0,0.0,0.13,0.13,Buffet ,motorcycle ,26,26.00238
6256,981E,PUNERES12DEL02,27,5.0,18.520016,73.830547,18.650016,73.960547,Meal ,motorcycle ,43,43.02076
28854,4363,MUMRES17DEL03,37,4.7,19.121999,72.908493,19.211999,72.998493,Snack ,scooter ,19,19.029854
5469,8283,VADRES04DEL03,24,4.5,0.0,0.0,0.03,0.03,Buffet ,electric_scooter ,10,10.082401
29411,6.7E+10,BANGRES08DEL01,31,4.6,12.906229,77.596791,12.916229,77.606791,Meal ,scooter ,25,24.955198
16044,A7CE,COIMBRES010DEL01,33,4.6,11.003008,76.97544,11.073009,77.04544,Buffet ,motorcycle ,20,19.83482
10258,A191,SURRES04DEL02,21,4.8,21.173493,72.801953,21.253493,72.881953,Buffet ,motorcycle ,29,29.115454
13428,1EEE,COIMBRES18DEL01,20,4.6,11.02091,76.940432,11.09091,77.010432,Buffet ,motorcycle ,17,17.155363
37861,1E2A,SURRES19DEL01,34,3.9,21.149669,72.772629,21.219669,72.842629,Drinks ,scooter ,38,38.188335
21817,5AA9,SURRES03DEL02,30,4.4,21.186884,72.793616,21.316884,72.923616,Drinks ,scooter ,48,47.82884
541,CD30,KOLRES03DEL03,27,4.9,22.526461,88.364453,22.616461,88.454453,Drinks ,motorcycle ,25,24.887524
42092,C6C0,GOARES02DEL01,35,5.0,15.585658,73.743606,15.655658,73.813606,Snack ,motorcycle ,47,47.332565
12693,907E,SURRES07DEL01,29,4.9,21.170798,72.790489,21.280798,72.900489,Meal ,electric_scooter ,24,23.872654
5997,4C55,COIMBRES03DEL03,28,5.0,11.025083,77.015393,11.055083,77.045393,Meal ,scooter ,18,18.020481
3390,2969,SURRES06DEL01,29,4.6,21.185047,72.80859,21.255047,72.87859,Drinks ,scooter ,21,21.124123
28731,5FD7,MUMRES07DEL02,37,4.6,19.091458,72.827808,19.111458,72.847808,Snack ,motorcycle ,29,29.046495
14226,6FCA,PUNERES02DEL02,38,4.9,18.55144,73.804855,18.57144,73.824855,Snack ,motorcycle ,20,19.830437
16029,8BC,MYSRES03DEL03,29,4.6,12.299524,76.64262,12.389524,76.73262,Meal ,scooter ,27,27.11441
45523,4B93,VADRES010DEL02,27,4.7,22.310329,73.169083,22.390329,73.249083,Snack ,scooter ,20,19.850994
11005,978A,MYSRES04DEL02,38,4.8,12.3085,76.665808,12.4385,76.795808,Drinks ,motorcycle ,40,40.19658
36727,B0F2,JAPRES03DEL01,35,4.9,26.913483,75.803139,27.023483,75.913139,Snack ,scooter ,30,30.079285
27523,2ADC,PUNERES02DEL02,31,4.8,18.55144,73.804855,18.63144,73.884855,Snack ,motorcycle ,47,47.332565
6643,3DDE,JAPRES02DEL03,39,5.0,26.914142,75.805704,26.944142,75.835704,Drinks ,motorcycle ,26,25.977951
29750,CFBF,GOARES16DEL01,29,4.7,15.498603,73.826911,15.568603,73.896911,Snack ,motorcycle ,13,13.244597
23225,393A,HYDRES07DEL03,31,4.8,17.424114,78.347554,17.454114,78.377554,Buffet ,scooter ,28,27.885803
16087,2E+79,SURRES06DEL02,20,5.0,21.185047,72.80859,21.315047,72.93859,Drinks ,scooter ,19,19.029854
3586,46D,BANGRES05DEL01,50,6.0,-12.970324,-77.645748,13.010324,77.685748,Meal ,electric_scooter ,25,24.574108
29197,4CB3,VADRES02DEL03,20,4.6,0.0,0.0,0.09,0.09,Drinks ,motorcycle ,24,23.846292
36060,69B6,CHENRES16DEL01,35,4.7,13.049645,80.242268,13.089645,80.282268,Snack ,motorcycle ,18,18.007782
2563,1101,INDORES16DEL02,28,4.1,22.744648,75.894377,22.824648,75.974377,Meal ,motorcycle ,36,35.9905
27766,A2FF,BANGRES18DEL01,28,5.0,12.913041,77.683237,12.923041,77.693237,Drinks ,scooter ,17,17.148546
43038,8B41,PUNERES16DEL02,38,4.7,18.536718,73.830327,18.556718,73.850327,Meal ,motorcycle ,20,19.830437
37804,1F93,MUMRES02DEL01,38,4.9,19.221315,72.862381,19.331315,72.972381,Buffet ,motorcycle ,48,48.09312
33848,188D,RANCHIRES08DEL03,36,4.6,23.353783,85.326967,23.383783,85.356967,Snack ,scooter ,17,17.006456
38659,DDC3,AURGRES12DEL03,36,4.3,19.879631,75.323403,19.909631,75.353403,Snack ,motorcycle ,21,21.113577
26661,9.6E+10,RANCHIRES17DEL03,31,4.0,23.374878,85.335739,23.434878,85.395739,Meal ,motorcycle ,34,34.05279
14537,8397,JAPRES06DEL03,23,4.8,26.911927,75.797282,27.051927,75.937282,Buffet ,scooter ,29,29.141817
2023,B81B,COIMBRES07DEL02,22,4.9,10.96185,76.971082,11.09185,77.101082,Buffet ,motorcycle ,34,34.103058
13109,3597,JAPRES16DEL01,37,4.5,26.849596,75.800512,26.889596,75.840512,Drinks ,motorcycle ,23,23.14118
44432,221A,RANCHIRES05DEL01,21,4.8,23.355164,85.324097,23.365164,85.334097,Meal ,motorcycle ,19,19.045723
7909,7A3B,INDORES15DEL03,26,4.4,22.760072,75.892574,22.850072,75.982574,Snack ,electric_scooter ,43,42.877533
44116,C43F,ALHRES010DEL01,23,4.9,0.0,0.0,0.07,0.07,Buffet ,electric_scooter ,19,19.029854
23705,A0BC,VADRES20DEL02,29,4.8,22.311358,73.164798,22.391358,73.244798,Snack ,motorcycle ,20,19.83482
1013,1EDB,CHENRES18DEL02,28,4.8,12.981615,80.231598,13.111615,80.361598,Buffet ,motorcycle ,24,23.846292
18313,3057,INDORES08DEL02,20,4.5,22.725748,75.898497,22.805747,75.978497,Drinks ,motorcycle ,16,16.074535
42003,6876,JAPRES05DEL01,27,4.9,26.905287,75.794592,26.915287,75.804592,Buffet ,scooter ,13,12.849163
38019,DEA5,AURGRES04DEL01,29,4.5,19.876106,75.340775,19.886106,75.350775,Meal ,motorcycle ,12,11.983847
9596,4218,HYDRES05DEL02,34,4.6,17.433809,78.386744,17.453809,78.406744,Snack ,motorcycle ,26,26.161663
34947,BB6E,PUNERES14DEL01,30,3.8,18.516216,73.842527,18.626216,73.952527,Snack ,scooter ,33,33.00212
17081,1863,MYSRES13DEL02,33,4.4,12.310972,76.659264,12.390972,76.739264,Drinks ,scooter ,42,41.95218
23762,C30A,GOARES02DEL02,35,4.0,15.585658,73.743606,15.715658,73.873606,Snack ,motorcycle ,42,42.090275
12087,AFBA,RANCHIRES12DEL02,23,4.7,0.0,0.0,0.13,0.13,Drinks ,electric_scooter ,19,19.029854
5110,62B4,MYSRES11DEL01,24,4.2,12.323225,76.630028,12.333225,76.640028,Meal ,motorcycle ,26,26.161663
24286,4F63,SURRES16DEL02,37,4.6,21.160437,72.774209,21.180437,72.794209,Drinks ,motorcycle ,28,27.851717
34546,EA1,HYDRES15DEL03,36,4.6,17.45971,78.368855,17.48971,78.398855,Snack ,motorcycle ,27,26.934023
36751,A3E5,COIMBRES14DEL02,26,4.8,11.003681,76.975525,11.023681,76.995525,Meal ,motorcycle ,21,21.103565
15379,62BA,RANCHIRES20DEL02,32,4.9,23.39925,85.390464,23.41925,85.410464,Drinks ,motorcycle ,21,21.103565
23928,70D3,PUNERES12DEL03,27,4.0,18.520016,73.830547,18.550016,73.860547,Meal ,scooter ,34,34.005703
40372,B49E,VADRES12DEL01,39,4.8,0.0,0.0,0.04,0.04,Meal ,motorcycle ,15,14.775452
19873,B53B,MYSRES16DEL03,36,4.6,12.316967,76.603067,12.376967,76.663067,Snack ,scooter ,30,30.001165
13944,838F,RANCHIRES20DEL01,32,4.7,23.39925,85.390464,23.50925,85.500464,Snack ,scooter ,25,24.913887
26832,95A1,CHENRES13DEL02,33,5.0,13.027018,80.254791,13.077018,80.304791,Buffet ,motorcycle ,27,26.934023
35851,6A41,VADRES14DEL01,23,4.9,22.311603,73.165012,22.381603,73.235012,Meal ,scooter ,17,17.15564
10805,8311,PUNERES07DEL01,21,3.1,18.546947,73.900626,18.616947,73.970626,Drinks ,motorcycle ,31,30.823174
19033,69A0,RANCHIRES18DEL01,31,4.3,23.351489,85.324253,23.421489,85.394253,Drinks ,motorcycle ,44,43.720245
